ARABIC Calender,Date,USD rate,Location,type,Price(retail),MIN,MAX
10/10/1443,5/11/2022,86.67,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,খুলনা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
10/10/1443,5/11/2022,86.67,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
10/10/1443,5/11/2022,86.67,মেহেরপুর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
10/10/1443,5/11/2022,86.67,নড়াইল সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,বগুড়া সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
10/10/1443,5/11/2022,86.67,দিনাজপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,গাইবান্ধা সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
10/10/1443,5/11/2022,86.67,জয়পুরহাট সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36
10/10/1443,5/11/2022,86.67,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35
10/10/1443,5/11/2022,86.67,নওগাঁ সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36
10/10/1443,5/11/2022,86.67,নাটোর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
10/10/1443,5/11/2022,86.67,নবাবগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
10/10/1443,5/11/2022,86.67,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,33.00-38.00,33,38
10/10/1443,5/11/2022,86.67,বরগুনা সদর,পেঁয়াজ - দেশী,35.00-37.00,35,37
10/10/1443,5/11/2022,86.67,বরিশাল সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
10/10/1443,5/11/2022,86.67,ঝালকাঠি সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36
10/10/1443,5/11/2022,86.67,বান্দরবান সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36
10/10/1443,5/11/2022,86.67,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
10/10/1443,5/11/2022,86.67,কক্সবাজার সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,ফেনী সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
10/10/1443,5/11/2022,86.67,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
10/10/1443,5/11/2022,86.67,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,32.00-34.00,32,34
10/10/1443,5/11/2022,86.67,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
10/10/1443,5/11/2022,86.67,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-37.00,35,37
10/10/1443,5/11/2022,86.67,ঝিনাইদহ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40
10/10/1443,5/11/2022,86.67,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,34.00-38.00,34,38
10/10/1443,5/11/2022,86.67,পাবনা সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42
10/10/1443,5/11/2022,86.67,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
10/10/1443,5/11/2022,86.67,ভোলা সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35
26/9/1443,4/27/2022,86.54,শেরপুর সদর,পেঁয়াজ (নতুন),27.00-28.00,27,28
26/9/1443,4/27/2022,86.54,নরসিংদী সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
26/9/1443,4/27/2022,86.54,জামালপুর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
26/9/1443,4/27/2022,86.54,কিশোরগঞ্জ সদর,পেঁয়াজ (নতুন),22.00-26.00,22,26
26/9/1443,4/27/2022,86.54,মাদারিপুর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
26/9/1443,4/27/2022,86.54,শরিয়তপুর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,চুয়াডাঙ্গা সদর,পেঁয়াজ (নতুন),25.00-26.00,25,26
26/9/1443,4/27/2022,86.54,ঝিনাইদহ সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
26/9/1443,4/27/2022,86.54,দিনাজপুর সদর,পেঁয়াজ (নতুন),25.00-26.00,25,26
26/9/1443,4/27/2022,86.54,নাটোর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),24.00-28.00,24,28
26/9/1443,4/27/2022,86.54,পঞ্চগ্রাম সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,পিরোজপুর সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
26/9/1443,4/27/2022,86.54,বান্দরবান সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35
26/9/1443,4/27/2022,86.54,কুমিল্লা সদর,পেঁয়াজ (নতুন),20.00-24.00,20,24
26/9/1443,4/27/2022,86.54,ফেনী সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
26/9/1443,4/27/2022,86.54,রাঙ্গামাটি সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
26/9/1443,4/27/2022,86.54,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
26/9/1443,4/27/2022,86.54,সিলেট সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,ঢাকা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,গাজীপুর সদর,পেঁয়াজ - দেশী,20.00-28.00,20,28
26/9/1443,4/27/2022,86.54,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,26.00-30.00,26,30
26/9/1443,4/27/2022,86.54,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,নেত্রকোনা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,ফরিদপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,রাজবাড়ী সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
26/9/1443,4/27/2022,86.54,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
26/9/1443,4/27/2022,86.54,বাগেরহাট সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,যশোর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
26/9/1443,4/27/2022,86.54,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,মাগুরা সদর,পেঁয়াজ - দেশী,30.00-38.00,30,38
26/9/1443,4/27/2022,86.54,নড়াইল সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
26/9/1443,4/27/2022,86.54,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,26.00-30.00,26,30
26/9/1443,4/27/2022,86.54,বগুড়া সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
26/9/1443,4/27/2022,86.54,গাইবান্ধা সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
26/9/1443,4/27/2022,86.54,জয়পুরহাট সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
26/9/1443,4/27/2022,86.54,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
26/9/1443,4/27/2022,86.54,লালমনিরহাট সদর,পেঁয়াজ - দেশী,24.00-28.00,24,28
26/9/1443,4/27/2022,86.54,নওগাঁ সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35
26/9/1443,4/27/2022,86.54,নীলফামারী সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,পাবনা সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
26/9/1443,4/27/2022,86.54,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,বরগুনা সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
26/9/1443,4/27/2022,86.54,বরিশাল সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
26/9/1443,4/27/2022,86.54,ভোলা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,ঝালকাঠি সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,পটুয়াখালি সদর,পেঁয়াজ - দেশী,26.00-32.00,26,32
26/9/1443,4/27/2022,86.54,চাঁদপুর সদর,পেঁয়াজ - দেশী,20.00-23.00,20,23
26/9/1443,4/27/2022,86.54,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,কক্সবাজার সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
26/9/1443,4/27/2022,86.54,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
26/9/1443,4/27/2022,86.54,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,20.00-25.00,20,25
26/9/1443,4/27/2022,86.54,নোয়াখালি সদর,পেঁয়াজ - দেশী,26.00-30.00,26,30
26/9/1443,4/27/2022,86.54,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
26/9/1443,4/27/2022,86.54,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,24.00-26.00,24,26
26/9/1443,4/27/2022,86.54,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
26/9/1443,4/27/2022,86.54,খুলনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
26/9/1443,4/27/2022,86.54,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-34.00,25,34
26/9/1443,4/27/2022,86.54,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
26/9/1443,4/27/2022,86.54,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34
26/9/1443,4/27/2022,86.54,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,28.00-32.00,28,32
19/9/1443,4/20/2022,86.26,শেরপুর সদর,পেঁয়াজ (নতুন),24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,নরসিংদী সদর,পেঁয়াজ (নতুন),23.00-25.00,23,25
19/9/1443,4/20/2022,86.26,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),20.00-25.00,20,25
19/9/1443,4/20/2022,86.26,নেত্রকোনা সদর,পেঁয়াজ (নতুন),20.00-25.00,20,25
19/9/1443,4/20/2022,86.26,ফরিদপুর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
19/9/1443,4/20/2022,86.26,মাদারিপুর সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
19/9/1443,4/20/2022,86.26,বাগেরহাট সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
19/9/1443,4/20/2022,86.26,যশোর সদর,পেঁয়াজ (নতুন),23.00-25.00,23,25
19/9/1443,4/20/2022,86.26,বগুড়া সদর,পেঁয়াজ (নতুন),24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,নওগাঁ সদর,পেঁয়াজ (নতুন),22.00-25.00,22,25
19/9/1443,4/20/2022,86.26,নাটোর সদর,পেঁয়াজ (নতুন),22.00-25.00,22,25
19/9/1443,4/20/2022,86.26,নীলফামারী সদর,পেঁয়াজ (নতুন),20.00-25.00,20,25
19/9/1443,4/20/2022,86.26,পঞ্চগ্রাম সদর,পেঁয়াজ (নতুন),25.00-26.00,25,26
19/9/1443,4/20/2022,86.26,পিরোজপুর সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
19/9/1443,4/20/2022,86.26,বান্দরবান সদর,পেঁয়াজ (নতুন),25.00-26.00,25,26
19/9/1443,4/20/2022,86.26,কুমিল্লা সদর,পেঁয়াজ (নতুন),20.00-24.00,20,24
19/9/1443,4/20/2022,86.26,ফেনী সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
19/9/1443,4/20/2022,86.26,রাঙ্গামাটি সদর,পেঁয়াজ (নতুন),20.00-35.00,20,35
19/9/1443,4/20/2022,86.26,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),25.00-26.00,25,26
19/9/1443,4/20/2022,86.26,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
19/9/1443,4/20/2022,86.26,টাংগাইল সদর বাজার,পেঁয়াজ (নতুন),25.00-26.00,25,26
19/9/1443,4/20/2022,86.26,ঢাকা সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,গাজীপুর সদর,পেঁয়াজ - দেশী,20.00-22.00,20,22
19/9/1443,4/20/2022,86.26,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,26.00-30.00,26,30
19/9/1443,4/20/2022,86.26,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-27.00,25,27
19/9/1443,4/20/2022,86.26,জামালপুর সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
19/9/1443,4/20/2022,86.26,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
19/9/1443,4/20/2022,86.26,শরিয়তপুর সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
19/9/1443,4/20/2022,86.26,রাজবাড়ী সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
19/9/1443,4/20/2022,86.26,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-27.00,25,27
19/9/1443,4/20/2022,86.26,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,20.00-25.00,20,25
19/9/1443,4/20/2022,86.26,খুলনা সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
19/9/1443,4/20/2022,86.26,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,20.00-30.00,20,30
19/9/1443,4/20/2022,86.26,মেহেরপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
19/9/1443,4/20/2022,86.26,নড়াইল সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
19/9/1443,4/20/2022,86.26,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,24.00-30.00,24,30
19/9/1443,4/20/2022,86.26,দিনাজপুর সদর,পেঁয়াজ - দেশী,20.00-22.00,20,22
19/9/1443,4/20/2022,86.26,গাইবান্ধা সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
19/9/1443,4/20/2022,86.26,জয়পুরহাট সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
19/9/1443,4/20/2022,86.26,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,20.00-24.00,20,24
19/9/1443,4/20/2022,86.26,লালমনিরহাট সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
19/9/1443,4/20/2022,86.26,নবাবগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-27.00,25,27
19/9/1443,4/20/2022,86.26,পাবনা সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,বরগুনা সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
19/9/1443,4/20/2022,86.26,বরিশাল সদর,পেঁয়াজ - দেশী,27.00-2৯.00,27,2৯.00
19/9/1443,4/20/2022,86.26,ভোলা সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,ঝালকাঠি সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
19/9/1443,4/20/2022,86.26,পটুয়াখালি সদর,পেঁয়াজ - দেশী,22.00-28.00,22,28
19/9/1443,4/20/2022,86.26,চাঁদপুর সদর,পেঁয়াজ - দেশী,20.00-23.00,20,23
19/9/1443,4/20/2022,86.26,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
19/9/1443,4/20/2022,86.26,কক্সবাজার সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
19/9/1443,4/20/2022,86.26,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
19/9/1443,4/20/2022,86.26,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,20.00-25.00,20,25
19/9/1443,4/20/2022,86.26,নোয়াখালি সদর,পেঁয়াজ - দেশী,26.00-28.00,26,28
19/9/1443,4/20/2022,86.26,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,26.00-28.00,26,28
19/9/1443,4/20/2022,86.26,সিলেট সদর,পেঁয়াজ - দেশী,22.00-24.00,22,24
19/9/1443,4/20/2022,86.26,ঝিনাইদহ সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
